29184,30810147,2003.0,278IX2M24068,9/26/2003,11,1.0,0.0,Y,03030,None,01,076,1.0,03,Y,01,4,2,1,1,09,2,05,K,N2,None,None,9/26/2003 3:45:00 AM,NYC PD,1,000,1,N,4504258.94147,584409.377339,437973320.0,428046.0,410.7445,1,24.0,N,308101472003,-74.0010878409,40.6848945526,Brooklyn,306,25,15,39,12,52101,CarrollGrdns-Columbia-RedHook,76,36047005100,51,None,52
30761,30817268,2003.0,None,10/28/2003,04,1.0,0.0,Y,03030,None,01,018,1.0,03,Y,02,4,3,1,2,09,1,02,K,N3, 9560,None,10/28/2003 8:20:00 PM,NYC PD,1,000,1,Y,4513606.46,585036.81,514934614.0,171653.0,None,None,21.0,N,308172682003,-73.9923946089,40.7690257074,Manhattan,104,29,2,6,8,67010,Clinton,18,36061013500,135,None,67
31223,30597102,2003.0,None,7/22/2003,04,1.0,0.0,Y,03030,None,01,017,1.0,03,Y,02,1,3,1,2,09,1,13,K,N3,10746,None,7/22/2003 5:08:00 PM,NYC PD,1,000,2,Y,4512406.85,587259.15,429085371.0,171023.0,None,None,21.0,N,305971022003,-73.9662335151,40.7579877532,Manhattan,106,26,2,5,14,73022,Turtle Bay - East Midtown,17,36061010800,108,None,73
31247,30594872,2003.0,None,7/30/2003,04,1.0,0.0,Y,03030,None,01,019,1.0,03,Y,02,1,1,1,1,09,1,05,K,N3,10645,10694,7/30/2003 9:30:00 AM,NYC PD,1,000,3,None,4512911.90447,587186.483734,430681285.0,427014.0,67.5071,3,22.0,N,305948722003,-73.9670238366,40.7625445601,Manhattan,108,26,2,4,14,73037,UpperEastSide - CarnegieHill,19,36061011402,114.02,None,73
31754,30679627,2003.0,None,10/3/2003,04,1.0,0.0,Y,03030,None,01,019,1.0,03,Y,01,4,1,1,1,09,1,13,K,N3,10559,10605,10/3/2003 8:00:00 AM,NYC PD,1,000,3,None,4512947.8239,586945.621821,429087206.0,171546.0,5.9997,3,22.0,N,306796272003,-73.9698721023,40.7628935968,Manhattan,105,26,2,4,14,75126,Midtown - Midtown South,18,36061011202,112.02,None,75
32302,30970026,2004.0,None,3/29/2004,04,1.0,0.0,Y,03030,None,01,043,1.0,03,Y,01,4,1,1,1,09,2,13,K,N1, 5572, 5573,3/29/2004 7:40:00 PM,NYC PD,1,000,3,None,4520879.45323,595877.827326,503223789.0,206756.0,37.8944,5,22.0,N,309700262004,-73.8628442397,40.8333389686,The Bronx,209,32,12,18,7,76050,West Farms - Bronx River,43,36005007600,76,None,76
33096,30804184,2003.0,None,11/19/2003,04,1.0,0.0,Y,03030,None,01,114,1.0,03,Y,02,4,1,1,1,09,1,02,K,N4,11596,None,11/19/2003 1:40:00 AM,NYC PD,1,000,1,Y,4511937.07,591128.55,514593197.0,193665.0,None,None,21.0,N,308041842003,-73.9204685246,40.753336752,Queens,401,12,30,26,14,30055,Astoria,114,36081015900,159,None,30
35307,31219229,2004.0,None,5/30/2004,04,1.0,0.0,Y,03030,None,01,005,1.0,03,Y,02,4,1,1,1,09,1,06,K,N3,27795,None,5/30/2004 10:01:00 PM,NYC PD,1,000,1,Y,4507980.44,584415.4,433981699.0,169955.0,None,None,21.0,N,312192292004,-74.0005156014,40.7184147083,Manhattan,101,25,2,1,12,64063,SoHo-Tribeca-CivcCentr-LittleItaly,5,36061003100,31,None,64
37142,30555243,2003.0,None,6/17/2003,04,1.0,0.0,Y,03030,None,01,114,1.0,03,Y,02,4,2,1,1,09,1,ZZ,K,N4,11709,None,6/17/2003 9:00:00 PM,NYC PD,1,000,1,Y,4511912.52,591999.23,514593180.0,193651.0,None,None,21.0,N,305552432003,-73.9101596296,40.7530187011,Queens,401,12,30,26,14,30025,Woodside,114,36081029500,295,None,30
37327,30709535,2003.0,None,11/15/2003,04,1.0,1.0,Y,03030,None,01,113,2.0,03,Y,03,4,1,1,1,09,1,03,KA,N4,31235,31256,11/15/2003 4:50:00 PM,NYC PD,1,000,1,None,4504526.73994,603314.178427,435422911.0,232107.0,62.7707,5,22.0,N,307095352003,-73.777366171,40.6851543649,Queens,412,10,28,27,6,32029,Baisley Park,113,36081028400,284,None,32
38654,30940546,2003.0,None,5/9/2003,12,1.0,0.0,Y,03030,None,01,066,1.0,03,Y,01,1,2,1,2,09,1,ZZ,K,N2, 1127,None,5/9/2003 5:20:00 PM,NYC PD,1,000,1,Y,4497745.33,587022.06,514939542.0,175785.0,0.0,S,2.0,N,309405462003,-73.9710755448,40.6259527358,Brooklyn,312,27,21,44,9,48016,Ocean Parkway South,66,36047046202,462.02,None,48
38811,30970036,2004.0,None,5/19/2004,04,1.0,0.0,Y,03030,None,01,062,1.0,03,Y,02,4,1,1,1,09,1,02,K,N2, 7349,None,5/19/2004 10:00:00 PM,NYC PD,1,000,1,Y,4496045.46,585291.65,436983353.0,174964.0,None,None,21.0,N,309700362004,-73.991762592,40.6108217237,Brooklyn,311,22,20,44,8,49075,Bensonhurst West,62,36047026800,268,None,49
41746,31419177,2004.0,None,11/18/2004,04,1.0,0.0,Y,03030,None,01,018,1.0,03,Y,ZZ,Z,Z,Z,Z,09,1,07,K,N3, 9666, 9667,11/18/2004 10:41:00 AM,NYC PD,1,000,1,None,4512757.52915,585520.244762,429080097.0,171499.0,38.1944,1,22.0,N,314191772004,-73.9867833729,40.7613290701,Manhattan,105,26,2,3,8,75087,Midtown - Midtown South,18,36061012500,125,None,75
43012,31238006,2004.0,None,7/31/2004,04,1.0,2.0,Y,03030,None,01,102,1.0,03,Y,02,4,1,1,1,09,1,02,KCC,N4,31769,None,7/31/2004 2:15:00 AM,NYC PD,1,000,3,Y,4504463.0,598476.0,435460020.0,218438.0,34.88525476,7,21.0,N,312380062004,-73.8346201951,40.6851723559,Queens,410,15,27,32,6,38006,South Ozone Park,106,36081009800,98,None,38
